id,name,population
12902_AM,Sant Joan de Moró agregacion de municipios,4546
13001_AM,Abenójar agregacion de municipios,4871
13005,Alcázar de San Juan,30548
13009_AM,Aldea del Rey agregacion de municipios,3255
13011,Almadén,5105
13013,Almagro,8896
13015,Almodóvar del Campo,5947
13019,Argamasilla de Alba,6844
13020_AM,Argamasilla de Calatrava agregacion de municipios,6279
13023,Bolaños de Calatrava,11992
13027,Calzada de Calatrava,3615
13028_AM,Campo de Criptana agregacion de municipios,13801
13031,Carrión de Calatrava,3086
13033_AM,Castellar de Santiago agregacion de municipios,4860
13034,Ciudad Real,75104
13038_AM,Chillón agregacion de municipios,4774
13039,Daimiel,17771
13042_AM,Fuencaliente agregacion de municipios,4183
13044_AM,Fuente el Fresno agregacion de municipios,4017
13047,Herencia,8510
13052,Malagón,7842
13053_AM,Manzanares agregacion de municipios,18545
13054,Membrilla,5927
13056,Miguelturra,15658
13058,Moral de Calatrava,5211
13061,Pedro Muñoz,7325
13063_AM,Piedrabuena agregacion de municipios,6779
13064,Poblete,2759
13065_AM,Porzuna agregacion de municipios,4553
13066,Pozuelo de Calatrava,3623
13068_AM,Puebla de Don Rodrigo agregacion de municipios,4862
13071,Puertollano,46036
13077,Santa Cruz de Mudela,4017
13078,Socuéllamos,12067
13079,"Solana, La",15357
13082,Tomelloso,35984
13083_AM,Torralba de Calatrava agregacion de municipios,3969
13085,Torrenueva,2708
13087,Valdepeñas,30218
13089_AM,Villahermosa agregacion de municipios,5798
13092_AM,Villanueva de la Fuente agregacion de municipios,6672
13093_AM,Villanueva de los Infantes agregacion de municipios,5318
13096,Villarrubia de los Ojos,9722
13097_AM,Villarta de San Juan agregacion de municipios,5209
13098_AM,Viso del Marqués agregacion de municipios,2974
14001,Adamuz,4141
14002,Aguilar de la Frontera,13398
14004_AM,Almedinilla agregacion de municipios,3028
14005_AM,Almodóvar del Río agregacion de municipios,9598
14007_AM,Baena agregacion de municipios,19983
14008,Belalcázar,3207
14009,Belmez,2905
14010,Benamejí,4982
14012,Bujalance,7316
14013,Cabra,20245
14014,Cañete de las Torres,2888
14017,"Carlota, La",14228
14018,"Carpio, El",4382
14019,Castro del Río,7740
14021,Córdoba,322071
14022_AM,Doña Mencía agregacion de municipios,5237
14023_AM,Dos Torres agregacion de municipios,5755
14024_AM,Encinas Reales agregacion de municipios,3719
14025,Espejo,3272
14026_AM,Espiel agregacion de municipios,6086
14027,Fernán-Núñez,9667
14029_AM,Fuente Obejuna agregacion de municipios,5942
14030_AM,Fuente Palmera agregacion de municipios,10936
14035,Hinojosa del Duque,6684
14036,Hornachuelos,4517
14037,Iznájar,4106
14038,Lucena,42712
14039_AM,Luque agregacion de municipios,5319
14040,Montalbán de Córdoba,4517
14041,Montemayor,3851
14042,Montilla,22633
14043_AM,Montoro agregacion de municipios,10704
14045_AM,Moriles agregacion de municipios,5669
14046,Nueva Carteya,5341
14049,Palma del Río,20910
14050,Pedro Abad,2808
14051_AM,Pedroche agregacion de municipios,2883
14052,Peñarroya-Pueblonuevo,10508
14053,Posadas,7296
14054,Pozoblanco,17156
14055,Priego de Córdoba,22251
14056,Puente Genil,29767
14057,"Rambla, La",7515
14058,Rute,9835
14060_AM,Santaella agregacion de municipios,5976
14065_AM,"Victoria, La agregacion de municipios",3165
14066,Villa del Río,7016
14067,Villafranca de Córdoba,4897
14069,Villanueva de Córdoba,8662
14070_AM,Villanueva del Duque agregacion de municipios,2890
14073,Villaviciosa de Córdoba,3191
14074_AM,"Viso, El agregacion de municipios",3284
15001,Abegondo,5494
15002,Ames,31993
15004,Ares,5997
15005,Arteixo,32894
15006_AM,Arzúa agregacion de municipios,7493
15007,"Baña, A",3389
15008,Bergondo,6817
15009,Betanzos,13030
15010_AM,Boimorto agregacion de municipios,6041
15011,Boiro,18955
15012,Boqueixón,4186
15013,Brión,7957
15014,Cabana de Bergantiños,4185
15015,Cabanas,3359
15016,Camariñas,5224
15017,Cambre,24616
15019,Carballo,31414
15020,Carnota,3854
15021,Carral,6574
15022_AM,Cedeira agregacion de municipios,8925
15023_AM,Cee agregacion de municipios,9174
15024,Cerceda,4996
15029,Coristanco,5878
15030,"Coruña, A",245468
15031,Culleredo,30758
15032_AM,Curtis agregacion de municipios,5914
15033,Dodro,2710
15034,Dumbría,2927
15035,Fene,12832
15036,Ferrol,64785
15037,Fisterra,4714
15040,Laxe,3004
15041,"Laracha, A",11521
15042,Lousame,3235
15043,Malpica de Bergantiños,5332
15045,Mazaricos,3806
15046,Melide,7427
15047_AM,Mesía agregacion de municipios,4785
15048,Miño,6423
15050_AM,Monfero agregacion de municipios,4369
15051,Mugardos,5226
15052,Muxía,4564
15053,Muros,8399
15054,Narón,38913
15055,Neda,5032
15056,Negreira,6775
15057,Noia,14240
15058,Oleiros,36922
15059,Ordes,12605
15060,Oroso,7530
15061,Ortigueira,5485
15062,Outes,6150
15064_AM,Paderne agregacion de municipios,5606
15065,Padrón,8317
15066,"Pino, O",4639
15067,"Pobra do Caramiñal, A",9291
15068,Ponteceso,5457
15069,Pontedeume,7687
15070_AM,"Pontes de García Rodríguez, As agregacion de municipios",11108
15071,Porto do Son,9155
15072,Rianxo,11004
15073,Ribeira,26839
15074,Rois,4493
15075,Sada,16382
15076,San Sadurniño,2812
15077,Santa Comba,9359
15078,Santiago de Compostela,97858
15082,Teo,18778
15084,Tordoia,3228
15085,Touro,3495
15086,Trazo,3059
15087,Valdoviño,6872
15088,Val do Dubra,3816
15089,Vedra,5032
15092,Vimianzo,6925
15093,Zas,4384
15901_AM,Cariño agregacion de municipios,5072
15902,Oza-Cesuras,5170
16023_AM,Chillarón de Cuenca agregacion de municipios,4845
16027_AM,Barajas de Melo agregacion de municipios,5123
16042_AM,Campillo de Altobuey agregacion de municipios,4523
16066,Casasimarro,3089
16078,Cuenca,53988
16102_AM,Honrubia agregacion de municipios,5271
16106_AM,Horcajo de Santiago agregacion de municipios,4981
16112_AM,Huete agregacion de municipios,4740
16113_AM,Iniesta agregacion de municipios,5045
16117_AM,Landete agregacion de municipios,4830
16124_AM,"Mesas, Las agregacion de municipios",4940
16125_AM,Minglanilla agregacion de municipios,4706
16133,Mota del Cuervo,6035
16134,Motilla del Palancar,5964
16154,"Pedroñeras, Las",6638
16170_AM,Priego agregacion de municipios,5144
16171_AM,"Provencio, El agregacion de municipios",4832
16175,Quintanar del Rey,7616
16190,San Clemente,6953
16191_AM,San Lorenzo de la Parrilla agregacion de municipios,4969
16198_AM,Sisante agregacion de municipios,2878
16203,Tarancón,15645
16249_AM,Villamayor de Santiago agregacion de municipios,5583
16251_AM,Villanueva de la Jara agregacion de municipios,6091
16903_AM,"Valeras, Las agregacion de municipios",5384
16905_AM,Arcas agregacion de municipios,5703
17006_AM,Alp agregacion de municipios,5279
17007_AM,Amer agregacion de municipios,9715
17008,Anglès,5709
17009,Arbúcies,6507
17012_AM,Avinyonet de Puigventós agregacion de municipios,5980
17013,Begur,4039
17015,Banyoles,20168
17016_AM,Bàscara agregacion de municipios,4914
17019,Besalú,2502
17020,Bescanó,5094
17022,"Bisbal d'Empordà, La",11190
17023,Blanes,40274
17027,Breda,3836
17032,Cadaqués,2820
17033,Caldes de Malavella,8051
17034,Calonge i Sant Antoni,11484
17036_AM,Campdevànol agregacion de municipios,5566
17039_AM,Camprodon agregacion de municipios,5773
17044,Cassà de la Selva,10505
17047,Castelló d'Empúries,11154
17048,Castell-Platja d'Aro,11455
17049_AM,Celràagregacion de municipios,7402
17056_AM,Cornellà del Terri agregacion de municipios,5882
17062,"Escala, L'",10497
17066,Figueres,47043
17067_AM,Flaçàagregacion de municipios,5196
17073,Fornells de la Selva,2700
17079,Girona,101932
17083,Hostalric,4332
17086_AM,"Jonquera, La agregacion de municipios",5471
17089,Llagostera,8851
17092_AM,Llançàagregacion de municipios,6399
17094,Llívia,1504
17095,Lloret de Mar,38402
17103,Maçanet de la Selva,7349
17111_AM,Navata agregacion de municipios,6001
17114,Olot,36299
17117,Palafrugell,23046
17118,Palamós,18196
17120_AM,Palau-saverdera agregacion de municipios,2712
17124_AM,Pals agregacion de municipios,2798
17132_AM,Peralada agregacion de municipios,6073
17137_AM,Porqueres agregacion de municipios,6042
17139_AM,"Preses, Les agregacion de municipios",2572
17141,PuigcerdÍ,9518
17142,Quart,3856
17146,Riells i Viabrea,4268
17147,Ripoll,10721
17148_AM,Riudarenes agregacion de municipios,3894
17152,Roses,19921
17155,Salt,32230
17160,Sant Feliu de Guíxols,22210
17163,Sant Gregori,4012
17164_AM,Sant Hilari Sacalm agregacion de municipios,7099
17167_AM,Sant Joan de les Abadesses agregacion de municipios,4975
17169_AM,Sant Julià de Ramis agregacion de municipios,4275
17178_AM,Sant Pere Pescador agregacion de municipios,5563
17180_AM,Santa Coloma de Farners agregacion de municipios,13849
17181,Santa Cristina d'Aro,5408
17184_AM,Santa Pau agregacion de municipios,3376
17185,Sant Joan les Fonts,3050
17186,Sarrià de Ter,5231
17190_AM,Serinyàagregacion de municipios,2787
17193,Sils,6349
17199,Torroella de Montgrí,12023
17202,Tossa de Mar,5930
17207,"Vall d'en Bas, La",3115
17211_AM,Verges agregacion de municipios,5608
17213,Vidreres,8073
17215_AM,Vilablareix agregacion de municipios,4014
17221,Vilafant,5480
17223_AM,Vilajuïga agregacion de municipios,5129
17233_AM,Vilobí d'Onyar agregacion de municipios,5386
17901_AM,"Cruïlles, Monells i Sant Sadurní de l'Heura agregacion de municipios",5336
17902_AM,Forallac agregacion de municipios,5196
18003,Albolote,19128
18006,Albuñol,7473
18011,Alfacar,5497
18013,Alhama de Granada,5667
18014_AM,Alhendín agregacion de municipios,11462
18017,Almuñécar,25890
18021,Armilla,24388
18022,Atarfe,19198
18023,Baza,20281
18027_AM,Benalúa agregacion de municipios,5609
18029_AM,Benamaurel agregacion de municipios,6172
18035_AM,Cádiar agregacion de municipios,2906
18036,Cájar,5262
18039,Caniles,4038
18047,Cenes de la Vega,8181
18048,Cijuela,3472
18050_AM,Cogollos de la Vega agregacion de municipios,2659
18056,Cúllar,4079
18057,Cúllar Vega,7719
18059,Chauchina,5624
18061_AM,Chimeneas agregacion de municipios,6338
18062,Churriana de la Vega,15741
18063_AM,Darro agregacion de municipios,5309
18066,Deifontes,2625
18071_AM,Dúrcal agregacion de municipios,8366
18079,Fuente Vaqueros,4415
18084,Gójar,5993
18087,Granada,231775
18088_AM,Guadahortuna agregacion de municipios,4809
18089,Guadix,18462
18093,Gualchos,5287
18094,Güéjar Sierra,2906
18095,Güevéjar,2658
18098,Huéscar,7236
18099_AM,Huétor de Santillán agregacion de municipios,4971
18100,Huétor Tájar,10514
18101,Huétor Vega,12120
18102_AM,Íllora agregacion de municipios,12139
18105,Iznalloz,5094
18108_AM,Jérez del Marquesado agregacion de municipios,4978
18111,Jun,3928
18115,Láchar,3550
18116_AM,Lanjarón agregacion de municipios,5811
18119_AM,Lecrín agregacion de municipios,4863
18122_AM,Loja agregacion de municipios,21379
18127,Maracena,22358
18132,Moclín,3613
18133,Molvízar,2748
18134,Monachil,8137
18135_AM,Montefrío agregacion de municipios,7776
18136_AM,Montejícar agregacion de municipios,4847
18137_AM,Montillana agregacion de municipios,3489
18138,Moraleda de Zafayona,3106
18140,Motril,58545
18145,Ogíjares,14559
18147,Órgiva,5866
18148_AM,Otívar agregacion de municipios,3308
18149_AM,Villa de Otura agregacion de municipios,9310
18150,Padul,8934
18152_AM,Pedro Martínez agregacion de municipios,4530
18153,Peligros,11544
18157_AM,Pinos Genil agregacion de municipios,2867
18158,Pinos Puente,9853
18162_AM,Polopos agregacion de municipios,4854
18164_AM,Puebla de Don Fadrique agregacion de municipios,5814
18165,Pulianas,5480
18171_AM,Salar agregacion de municipios,4676
18173,Salobreña,12472
18175,Santa Fe,15175
18182,Ugíjar,2550
18184_AM,Vélez de Benaudalla agregacion de municipios,4883
18192_AM,Zafarraya agregacion de municipios,2639
18193,"Zubia, La",19473
18194,Zújar,2516
18903_AM,Nevada agregacion de municipios,5176
18905,"Gabias, Las",22051
18907_AM,Valle del Zalabí agregacion de municipios,4969
18911,Vegas del Genil,11678
18912_AM,Cuevas del Campo agregacion de municipios,2678
18916,Torrenueva Costa,2892
19021_AM,Almoguera agregacion de municipios,3193
19024,Alovera,13051
19046,Azuqueca de Henares,35236
19053_AM,Brihuega agregacion de municipios,5150
19058_AM,Cabanillas del Campo agregacion de municipios,12909
19071,"Casar, El",12710
19086_AM,Cifuentes agregacion de municipios,4950
19103_AM,Checa agregacion de municipios,2511
19105,Chiloeches,3797
19117,Fontanar,2523
19126,Galápagos,2579
19130,Guadalajara,87064
19143,Horche,2702
19151_AM,Humanes agregacion de municipios,5463
19156_AM,Jadraque agregacion de municipios,4856
19160_AM,Loranca de Tajuña agregacion de municipios,6579
19171,Marchamalo,7889
19190,Molina de Aragón,3217
19192,Mondéjar,2745
19220_AM,Pioz agregacion de municipios,6079
19245_AM,Sacedón agregacion de municipios,5124
19257_AM,Sigüenza agregacion de municipios,5156
19274_AM,Torija agregacion de municipios,5689
19280,Torrejón del Rey,5892
19293,Uceda,2933
19319,Villanueva de la Torre,6591
19326,Yebes,4636
19331,Yunquera de Henares,4364
20005_AM,Alegia agregacion de municipios,5541
20009,Andoain,14631
20010_AM,Anoeta agregacion de municipios,4646
20013,Aretxabaleta,7108
20016_AM,Aia agregacion de municipios,3864
20017,Azkoitia,11657
20018,Azpeitia,15191
20019,Beasain,13949
20022_AM,Berastegi agregacion de municipios,3936
20025_AM,Zegama agregacion de municipios,5913
20027_AM,Zestoa agregacion de municipios,4564
20028_AM,Zizurkil agregacion de municipios,3483
20029,Deba,5441
20030,Eibar,27467
20032,Elgoibar,11464
20034_AM,Eskoriatza agregacion de municipios,4342
20036,Hondarribia,16852
20039,Getaria,2794
20040,Hernani,20362
20042,Ibarra,4220
20043_AM,Idiazabal agregacion de municipios,4916
20045,Irun,62933
20049,Lazkao,6007
20051,Legazpi,8367
20052_AM,Legorreta agregacion de municipios,4155
20053,Lezo,6062
20055,Arrasate/Mondragón,21867
20056_AM,Mutriku agregacion de municipios,7267
20059,Oñati,11428
20061,Orio,6096
20063,Oiartzun,10291
20064,Pasaia,15867
20065_AM,Soraluze-Placencia de las Armas agregacion de municipios,5044
20067,Errenteria,39219
20069,Donostia/San Sebastián,188102
20071,Tolosa,19795
20072,Urnieta,6197
20073,Usurbil,6132
20074,Bergara,14584
20075,Villabona,5864
20076,Ordizia,10420
20077_AM,Urretxu agregacion de municipios,8854
20079,Zarautz,23271
20080,Zumarraga,9668
20081,Zumaia,10124
20902,Lasarte-Oria,18893
20903,Astigarraga,7185
21002,Aljaraque,21706
21005,Almonte,24577
21006,Alosno,3929
21007_AM,Aracena agregacion de municipios,9541
21008_AM,Aroche agregacion de municipios,4728
21010,Ayamonte,21510
21011,Beas,4464
21013,Bollullos Par del Condado,14392
21014,Bonares,6075
21017_AM,Calañas agregacion de municipios,4015
21018_AM,"Campillo, El agregacion de municipios",2727
21021,Cartaya,20314
21023_AM,"Cerro de Andévalo, El agregacion de municipios",5207
21025,Cortegana,4635
21029_AM,Cumbres Mayores agregacion de municipios,5958
21032_AM,Escacena del Campo agregacion de municipios,2606
21035,Gibraleón,12810
21040_AM,Hinojos agregacion de municipios,6145
21041,Huelva,142538
21042,Isla Cristina,21516
21043_AM,Jabugo agregacion de municipios,5209
21044,Lepe,28293
21046,Lucena del Puerto,3187
21049,Minas de Riotinto,3778
21050,Moguer,22061
21052_AM,Nerva agregacion de municipios,5369
21053_AM,Niebla agregacion de municipios,6361
21054,"Palma del Condado, La",10787
21055,Palos de la Frontera,12001
21056,Paterna del Campo,3478
21058_AM,Puebla de Guzmán agregacion de municipios,5358
21060,Punta Umbría,15891
21061,Rociana del Condado,7834
21063,San Bartolomé de la Torre,3846
21064,San Juan del Puerto,9503
21069_AM,Santa Olalla del Cala agregacion de municipios,6180
21070,Trigueros,7906
21072,Valverde del Camino,12714
21073,Villablanca,2911
21074_AM,Villalba del Alcor agregacion de municipios,5486
21076_AM,Villanueva de los Castillejos agregacion de municipios,5234
21078,Zalamea la Real,3055
22017_AM,Alcolea de Cinca agregacion de municipios,4303
22021_AM,Almudévar agregacion de municipios,4828
22025_AM,Altorricón agregacion de municipios,3324
22039_AM,Ayerbe agregacion de municipios,6143
22048,Barbastro,17146
22053_AM,Benabarre agregacion de municipios,4749
22054_AM,Benasque agregacion de municipios,6134
22059_AM,Biescas agregacion de municipios,5061
22060_AM,Binaced agregacion de municipios,5536
22061,Binéfar,9888
22084_AM,Castejón de Sos agregacion de municipios,4544
22112_AM,Fraga agregacion de municipios,16529
22116_AM,Grañén agregacion de municipios,4811
22117_AM,Graus agregacion de municipios,5432
22125,Huesca,53429
22130,Jaca,13344
22137_AM,Lanaja agregacion de municipios,4811
22158,Monzón,17362
22199,Sabiñánigo,9352
22213_AM,Sariñena agregacion de municipios,4858
22225,Tamarite de Litera,3449
22228_AM,Tierz agregacion de municipios,5218
22254_AM,Zaidín agregacion de municipios,4283
22901_AM,Valle de Hecho agregacion de municipios,4527
22907_AM,Aínsa-Sobrarbe agregacion de municipios,5203
23002,Alcalá la Real,21623
23003,Alcaudete,10434
23005,Andújar,36212
23006,Arjona,5450
23007_AM,Arjonilla agregacion de municipios,5441
23009,Baeza,15762
23010,Bailén,17498
23011_AM,Baños de la Encina agregacion de municipios,3204
23012_AM,Beas de Segura agregacion de municipios,6886
23014,Begíjar,2998
23015_AM,Bélmez de la Moraleda agregacion de municipios,2534
23018,Cambil,2662
23019_AM,Campillo de Arenas agregacion de municipios,3063
23024,"Carolina, La",15048
23025,Castellar,3267
23026,Castillo de Locubín,4019
23028,Cazorla,7248
23034,Fuensanta de Martos,3011
23038,"Guardia de Jaén, La",5082
23039,Guarromán,2714
23040_AM,Lahiguera agregacion de municipios,3036
23044_AM,Huelma agregacion de municipios,7468
23045_AM,Huesa agregacion de municipios,2831
23046_AM,Ibros agregacion de municipios,3638
23050,Jaén,111932
23051,Jamilena,3302
23053,Jódar,11583
23055,Linares,56525
23056,Lopera,3640
23058,Mancha Real,11315
23059,Marmolejo,6726
23060,Martos,24271
23061_AM,Mengíbar agregacion de municipios,11986
23062_AM,Montizón agregacion de municipios,2552
23063_AM,Navas de San Juan agregacion de municipios,6181
23066,Peal de Becerro,5325
23067,Pegalajar,2859
23069_AM,Porcuna agregacion de municipios,7386
23070,Pozo Alcón,4706
23072_AM,"Puerta de Segura, La agregacion de municipios",6659
23073_AM,Quesada agregacion de municipios,5628
23074_AM,Rus agregacion de municipios,5338
23075,Sabiote,3867
23079_AM,Santisteban del Puerto agregacion de municipios,4959
23080_AM,Santo Tomé agregacion de municipios,6003
23082_AM,Siles agregacion de municipios,6158
23086_AM,Torredelcampo agregacion de municipios,15372
23087,Torredonjimeno,13545
23088,Torreperogil,7194
23090_AM,Torres agregacion de municipios,2599
23092,Úbeda,34208
23093_AM,Valdepeñas de Jaén agregacion de municipios,7132
23094_AM,Vilches agregacion de municipios,5263
23095,Villacarrillo,10545
23096,Villanueva de la Reina,3026
23097_AM,Villanueva del Arzobispo agregacion de municipios,9949
23099,"Villares, Los",6106
23902,Bedmar y Garcíez,2656
23903_AM,Villatorres agregacion de municipios,6733
23904,Santiago-Pontones,2832
24008,Astorga,10553
24010,"Bañeza, La",10068
24014,Bembibre,8455
24015_AM,Benavides agregacion de municipios,4993
24021_AM,Boñar agregacion de municipios,6322
24030,Cacabelos,4888
24034,Camponaraya,4105
24038_AM,Carracedelo agregacion de municipios,5212
24039_AM,Carrizo agregacion de municipios,6065
24056_AM,Cistierna agregacion de municipios,5022
24059_AM,Corullón agregacion de municipios,2795
24061_AM,Cuadros agregacion de municipios,3646
24064_AM,Cubillos del Sil agregacion de municipios,3127
24065,Chozas de Abajo,2596
24070_AM,Fabero agregacion de municipios,5590
24083_AM,Igüeña agregacion de municipios,4783
24088_AM,Laguna de Negrillos agregacion de municipios,5430
24089,León,122051
24092_AM,Llamas de la Ribera agregacion de municipios,5212
24094_AM,Mansilla de las Mulas agregacion de municipios,5676
24114,"Pola de Gordón, La",3060
24115,Ponferrada,63747
24122_AM,Puente de Domingo Flórez agregacion de municipios,5750
24134,"Robla, La",3714
24139_AM,Sahagún agregacion de municipios,4990
24142,San Andrés del Rabanedo,30160
24148_AM,San Justo de la Vega agregacion de municipios,5317
24154_AM,Santa Elena de Jamuz agregacion de municipios,4877
24157_AM,Santa María del Páramo agregacion de municipios,5338
24160_AM,Santas Martas agregacion de municipios,4886
24162_AM,Santovenia de la Valdoncina agregacion de municipios,3936
24163,Sariegos,5170
24166_AM,Soto de la Vega agregacion de municipios,2644
24169_AM,Toreno agregacion de municipios,5073
24170_AM,Torre del Bierzo agregacion de municipios,6035
24175_AM,Valdefresno agregacion de municipios,6046
24181_AM,Valderas agregacion de municipios,5088
24183_AM,Valderrueda agregacion de municipios,4900
24188,Valencia de Don Juan,5159
24189,Valverde de la Virgen,7442
24196_AM,Vega de Espinareda agregacion de municipios,4200
24202,Villablino,8226
24209,Villafranca del Bierzo,2806
24212_AM,Villamañán agregacion de municipios,5011
24222,Villaquilambre,18597
24223,Villarejo de Órbigo,2945
25003,Agramunt,5464
25007_AM,Albatàrrec agregacion de municipios,7330
25008_AM,Albesa agregacion de municipios,4575
25011,Alcarràs,9678
25012,Alcoletge,3492
25013,Alfarràs,2759
25016_AM,Alguaire agregacion de municipios,4065
25019,Almacelles,6875
25021,Almenar,3365
25023,Alpicat,6274
25025_AM,Naut Aran agregacion de municipios,5430
25029_AM,Arbeca agregacion de municipios,5185
25033_AM,Artesa de Lleida agregacion de municipios,3809
25034,Artesa de Segre,3441
25038_AM,Aitona agregacion de municipios,4631
25040,Balaguer,17409
25047_AM,Bellcaire d'Urgell agregacion de municipios,2826
25048_AM,Bell-lloc d'Urgell agregacion de municipios,6487
25050,Bellpuig,5151
25051_AM,Bellver de Cerdanya agregacion de municipios,5165
25053_AM,Benavent de Segriàagregacion de municipios,3415
25058,"Borges Blanques, Les",6195
25059_AM,Bossòst agregacion de municipios,2757
25062_AM,Camarasa agregacion de municipios,3883
25072,Cervera,9328
25099_AM,Golmés agregacion de municipios,5091
25110,Guissona,7291
25113_AM,Ivars d'Urgell agregacion de municipios,6512
25119_AM,Juneda agregacion de municipios,5991
25120,Lleida,140080
25122,Linyola,2724
25137,Mollerussa,14545
25149_AM,Oliana agregacion de municipios,4562
25158_AM,"Palau d'Anglesola, El agregacion de municipios",5169
25171_AM,"Pobla de Segur, La agregacion de municipios",5116
25172,Ponts,2629
25173_AM,"Pont de Suert, El agregacion de municipios",4980
25189,Rosselló,3186
25192_AM,Sant Guim de Freixenet agregacion de municipios,5199
25193_AM,Sant Llorenç de Morunys agregacion de municipios,4582
25203,"Seu d'Urgell, La",12252
25204_AM,Seròs agregacion de municipios,6376
25207,Solsona,9175
25209_AM,Sort agregacion de municipios,4957
25217,Tàrrega,17649
25223_AM,Toràagregacion de municipios,5046
25228,Torrefarrera,4702
25232_AM,Torres de Segre agregacion de municipios,3499
25234,Tremp,5893
25240_AM,Vallfogona de Balaguer agregacion de municipios,5216
25243,Vielha e Mijaran,5674
